"PAG","Precision","Center_x_coordinate","Center_y_coordinate","Canton","Municipality","Elevation","Richness_method_corr_HP","Simpson_HP","PD_HP","FD_HP","FD_sla_HP","FD_seed_mass_HP","FD_height_HP","T_HP","N_HP","R_HP","F_HP","L_HP","MV_HP","EM_HP","Cover_Poaceae_HP","Cover_Forb_HP","Cover_Cyperaceae_Juncaceae_HP","sla_HP","height_log10_HP","seed_mass_log10_HP","CSR_Stress_tolerance_HP","CSR_Disturbance_tolerance_HP","CSR_Competitive_ability_HP","Therophyte_prop_HP","Geophyte_prop_HP","Hemicryptophyte_prop_HP","Herbaceous_chamaephyte_prop_HP","Richness_method_corr_RP","Simpson_RP","PD_RP","FD_RP","FD_sla_RP","FD_seed_mass_RP","FD_height_RP","T_RP","N_RP","R_RP","F_RP","L_RP","MV_RP","EM_RP","Cover_Poaceae_RP","Cover_Forb_RP","Cover_Cyperaceae_Juncaceae_RP","sla_RP","height_log10_RP","seed_mass_log10_RP","CSR_Stress_tolerance_RP","CSR_Disturbance_tolerance_RP","CSR_Competitive_ability_RP","Therophyte_prop_RP","Geophyte_prop_RP","Hemicryptophyte_prop_RP","Herbaceous_chamaephyte_prop_RP","Distance_RP_RP","Distance_HP_RP","dSpecies_richness","dSimpson","dPD","dFD","dFD_sla","dFD_seed_mass","dFD_heigh","dTemprature","dNutrient","dUrbanization","dMoving_tolerance","dReaction","dMoisture","dLight","dCover_forb","dCover_Poaceae","dCover_Cyp_Junc","dTherophyte","dGeophyte","dHemicryptophyte","dHerbaceous_chamaephyte","dsla","dplant_heigt","dseed_mass","dCSR_Competitive_ability","dCSR_Stress_tolerance","dCSR_Disturbance_tolerance"
247,294.6547059,9.60962957,46.87856409,"GR","Trimmis",1896.74,22,0.910893113,0.267400458,0.090659151,0.087502235,0.105392085,0.077084046,2.343584958,2.962239742,3.520800248,3.227941948,3.776710293,2.912549857,2.073285894,22.47196027,65.36297778,12.16506195,20.99877622,-0.586706954,-0.035680356,0.384988851,0.121487972,0.493523177,3.089201249,0,93.99490061,2.915898145,20.04285714,0.838665092,0.229206967,0.089141342,0.125038906,0.058064853,0.083337331,2.535331617,2.682648422,2.98556308,3.100518022,3.767647961,2.85817086,2.155430555,40.94154262,55.65307141,3.405385969,21.11970416,-0.75691153,-0.362643028,0.426409212,0.133184383,0.440406405,1.294411762,0.154440154,85.37628406,8.75114674,0.797096842,0.788591776,-1.957142857,-0.072228021,-0.038193491,-0.001517808,0.037536671,-0.047327232,0.006253285,0.19174666,-0.279591321,0.082144661,-0.054378997,-0.535237168,-0.127423926,-0.009062332,-9.709906363,18.46958234,-8.759675982,-1.794789487,0.154440154,-8.61861655,5.835248595,0.120927941,-0.170204576,-0.326962672,-0.053116771,0.041420361,0.011696411
249,238.475646,9.607903147,46.87909571,"GR","Trimmis",1846.74,21.66666667,0.82532115,0.245040376,0.084298045,0.079255562,0.087773186,0.085463729,2.117739119,2.844937251,3.5717356,3.319447655,3.888039364,2.874037178,2.025451294,18.18351733,51.69942302,30.11705965,21.18783724,-0.63885806,-0.141152691,0.391037151,0.099986663,0.508976185,1.831432411,3.246829775,86.94442318,3.783945209,20.75714286,0.839238565,0.2298136,0.088353358,0.120626304,0.057053031,0.086396863,2.548047248,2.705660104,3.085034684,3.078157643,3.775793596,2.828112967,2.136319989,37.49095214,58.17058376,4.338464097,20.90860661,-0.759451884,-0.346375479,0.422196614,0.137430394,0.440372992,1.347249483,0.154440154,84.47261745,9.601975626,0.787152367,0.83966657,-0.90952381,0.013917415,-0.015226775,0.004055314,0.041370743,-0.030720155,0.000933134,0.430308129,-0.139277147,0.110868695,-0.045924211,-0.486700916,-0.241290012,-0.112245769,6.47116074,19.30743481,-25.77859555,-0.484182928,-3.092389621,-2.471805731,5.818030417,-0.279230636,-0.120593825,-0.205222788,-0.068603194,0.031159463,0.037443731
252,500.3300849,9.640997926,46.88398638,"GR","Trimmis",2196.74,16,0.891242476,0.273981461,0.088990559,0.100081829,0.080520051,0.086369797,1.424940125,2.592071664,2.620846588,3.553586891,4.240750175,2.626832518,1.407267578,18.32908769,62.17917261,19.49173969,19.20322765,-0.955744847,-0.438097465,0.538337003,0.096488017,0.36517498,0,5.130033093,78.89517579,9.857971927,22.15,0.803634936,0.250672874,0.082907861,0.079590965,0.080817481,0.087426864,1.806551687,2.374670869,3.456600109,3.274651086,3.701189189,2.257832641,1.526023395,5.141548834,73.04113015,21.81732102,16.46203699,-0.759921386,-0.055097728,0.434173846,0.062265593,0.503560561,0.297543131,1.764730919,55.66652282,2.591711157,0.740155438,0.936787219,6.15,-0.08760754,-0.023308587,-0.006082698,-0.020490864,0.00029743,0.001057066,0.381611562,-0.217400794,0.118755817,-0.368999877,0.835753521,-0.278935805,-0.539560986,10.86195754,-13.18753886,2.325581323,0.297543131,-3.365302175,-23.22865297,-7.26626077,-2.741190659,0.195823462,0.382999738,0.138385581,-0.104163157,-0.034222424
253,804.4460276,8.676613145,46.64670422,"GR","Tujetsch",1996.74,29,0.951143649,0.273710981,0.108016834,0.111228089,0.116394855,0.096658413,1.938571347,2.546947998,2.640697475,2.984567052,3.824229503,2.873548981,2.133900776,22.70982881,70.38440367,6.905767516,22.43134179,-0.772077453,-0.208565509,0.395546908,0.187827137,0.416625955,0.994052503,0.322915628,96.72010542,1.962926445,16.7,0.850673115,0.220130845,0.094899121,0.091291435,0.105008499,0.08812596,2.431453536,2.298400775,2.204575733,3.186133686,3.38849504,2.416559848,2.156091608,28.68492943,58.9757461,12.33932447,18.71071045,-0.68769076,0.014482724,0.425693735,0.12764814,0.446658125,0.31496063,8.762583963,74.63415922,0.203024019,0.89237892,0.913740896,-12.3,-0.100470534,-0.053580137,-0.013117713,-0.019936653,-0.011386355,-0.008532454,0.492882189,-0.248547223,0.022190833,-0.456989133,-0.436121742,0.201566634,-0.435734464,-11.40865757,5.975100616,5.433556957,-0.679091873,8.439668335,-22.0859462,-1.759902426,-3.720631332,0.084386694,0.223048233,0.03003217,0.030146827,-0.060178997
254,999.948054,8.705595998,46.65431153,"GR","Tujetsch",1646.74,27,0.911316084,0.289277637,0.114268227,0.139887699,0.123115303,0.080503765,2.276604691,2.115467685,2.295482968,2.792772448,3.632920191,2.490879225,2.323878078,33.78605119,64.99133656,1.222612253,19.07973464,-0.859783021,-0.092210285,0.476726138,0.131355107,0.391918755,0.214538534,0,88.00272027,2.236991038,12.5,0.763711368,0.21823766,0.0762595,0.095047758,0.075281077,0.058302132,2.894126529,2.588299003,2.544720282,3.336370951,3.537947977,2.727563346,2.391045324,26.62929416,53.14437789,20.22632794,24.64289744,-0.593176781,-0.276232253,0.424039355,0.212841414,0.363119231,0.534124629,1.462355658,95.22261727,2.78090244,0.911046625,0.914949503,-14.5,-0.147604716,-0.071039976,-0.038008727,-0.044839941,-0.047834226,-0.022201633,0.617521838,0.472831318,0.067167246,0.23668412,0.249237314,0.543598503,-0.094972214,-11.84695866,-7.156757029,19.00371569,0.319586095,1.462355658,7.219897,0.543911402,5.563162799,0.266606241,-0.184021969,-0.028799524,-0.052686783,0.081486307
256,1272.994436,9.533665307,46.9350759,"GR","Untervaz",656.74,18,0.910186322,0.246912295,0.086126276,0.095829198,0.076096798,0.086452831,3.107903052,3.079081331,3.101221946,2.902414439,3.77182706,3.590420196,2.825016936,37.57269118,56.8345265,5.592782313,23.86740727,-0.68685547,-0.175687307,0.336791295,0.292947494,0.370261211,3.910826407,0.362946261,88.30944348,7.416783849,13.3,0.685823356,0.165048931,0.050726754,0.055725894,0.032566268,0.063888101,3.493232015,3.010863541,3.224286165,2.698130788,3.632228114,3.449061196,2.643020333,68.83678201,28.7689342,2.394283799,22.79728157,-0.489850147,0.033994344,0.345941089,0.271412166,0.382646745,1.064160365,4.79592977,91.92125818,1.486597042,0.847072573,0.85276129,-4.7,-0.224362966,-0.081863364,-0.035399521,-0.040103304,-0.04353053,-0.02256473,0.385328963,-0.068217791,-0.181996603,-0.141359,0.123064219,-0.204283651,-0.139598946,-28.06559231,31.26409082,-3.198498514,-2.846666043,4.432983509,3.611814695,-5.930186807,-1.070125702,0.197005323,0.209681651,0.012385534,0.009149794,-0.021535328
258,45.7834623,9.603549511,46.92708014,"GR","Valzeina",1482.74,13,0.861658654,0.212812885,0.095947016,0.094790825,0.098792509,0.094257715,3.257677013,3.730762218,3.280629453,3.030920821,3.60970627,4.037664519,2.993009574,57.19286915,42.80713085,0,29.16876564,-0.699242049,-0.304408862,0.195046718,0.43050258,0.374450702,18.31142678,0,75.64265217,6.045921048,18.23333333,0.833493416,0.257702379,0.076706143,0.08902719,0.066398474,0.073536443,3.173058522,3.462600927,2.998810047,3.088661828,3.657646048,3.762944984,2.685462963,32.83333333,65.77777778,1.388888889,27.28625509,-0.600300246,-0.114096293,0.272407407,0.307345679,0.420246914,2.916666667,4.320987654,89.29320988,3.469135802,0.729691358,0.751662992,5.233333333,-0.028165239,0.044889494,-0.019240873,-0.005763634,-0.032394035,-0.020721272,-0.084618491,-0.268161291,-0.307546611,-0.274719535,-0.281819406,0.057741007,0.047939778,22.97064693,-24.35953582,1.388888889,-15.39476011,4.320987654,13.6505577,-2.576785245,-1.882510546,0.098941804,0.190312569,0.045796211,0.077360689,-0.123156901
259,482.8978358,8.101815893,47.12678447,"LU","Buttisholz",656.74,24,0.922827019,0.258533487,0.088435813,0.080264914,0.105470308,0.079572217,3.353839049,3.122761905,3.173289674,3.021826195,3.799491713,3.208671591,2.798934677,9.595685889,89.57215101,0.832163102,22.64959564,-0.486351011,-0.083870798,0.32209575,0.282850449,0.395053801,8.366326764,12.08254387,72.16214894,7.388980423,9.65,0.750672966,0.16159057,0.069756495,0.058306268,0.075191661,0.075771554,3.272285018,3.713379936,3.204771061,3.228408111,3.831201279,3.953218711,3.025385741,71.49377513,28.50622487,0,26.50503026,-0.604947519,-0.291684113,0.229931478,0.312688223,0.457380299,0,1.01010101,93.95190352,5.037995468,0.679571865,0.933708292,-14.35,-0.172154053,-0.096942917,-0.018679318,-0.021958645,-0.030278647,-0.003800663,-0.081554031,0.590618031,0.226451064,0.74454712,0.031481387,0.206581916,0.031709566,-61.06592614,61.89808924,-0.832163102,-8.366326764,-11.07244286,21.78975458,-2.350984955,3.855434627,-0.118596508,-0.207813315,0.062326498,-0.092164272,0.029837774
260,501.8449514,8.091526583,46.98336536,"LU","Entlebuch",996.74,13,0.804429964,0.147662827,0.086612615,0.080462197,0.086599076,0.092776571,2.93699914,2.019996233,2.414065003,3.695879434,4.086366398,1.994796794,2.171412084,69.76465013,6.759993444,23.47535642,17.32510956,-0.741299004,-0.202314681,0.4992661,0.177924059,0.322809841,2.873748602,16.66817099,80.45808041,0,7.5,0.634063446,0.173946664,0.073844209,0.068639419,0.095114083,0.054143483,2.960192109,2.492524957,2.033742317,3.505647232,3.351275159,2.282627891,2.401672013,29.48651702,51.65216618,18.86131681,21.26964802,-0.469876559,-0.190680048,0.465791544,0.137259161,0.396949295,4.12371134,18.32077627,47.10002996,1.365282809,0.949175576,0.932802336,-5.5,-0.170366519,0.026283837,-0.012768405,-0.011822778,0.008515007,-0.038633088,0.02319297,0.472528724,0.230259929,0.287831097,-0.380322686,-0.190232203,-0.735091239,44.89217273,-40.27813312,-4.614039613,1.249962739,1.652605279,-33.35805045,1.365282809,3.944538468,0.271422445,0.011634632,0.074139454,-0.033474557,-0.040664898
261,341.2248663,7.947588152,46.91035732,"LU","Escholzmatt",896.74,7,0.764773393,0.228654686,0.080914285,0.105681765,0.071931342,0.065129747,3.165371638,2.758689443,2.433149903,2.804744212,3.747230941,2.405434814,2.601121121,9.829815668,90.17018433,0,27.39075195,-0.758394687,-0.546940904,0.374809427,0.291857239,0.333333333,10.40946135,0,77.1477104,12.44282825,18.1,0.808543242,0.198945434,0.071083247,0.091981809,0.05509754,0.066170392,3.288638146,3.812639988,3.291622785,3.319661921,3.498273188,3.655912075,2.896939506,50.66308587,49.33518013,0.001734004,26.91021151,-0.461593309,-0.031368511,0.217277297,0.316370967,0.466351736,6.670251096,3.592371975,85.31846029,4.418916643,0.833592781,0.9998266,11.1,0.043769849,-0.029709252,-0.009831038,-0.013699956,-0.016833801,0.001040645,0.123266508,1.053950545,0.295818384,1.250477262,0.858472882,0.514917708,-0.248957753,-40.8350042,40.8332702,0.001734004,-3.739210255,3.592371975,8.170749887,-8.023911606,-0.480540442,0.296801378,0.515572393,0.133018403,-0.157532131,0.024513728
265,434.2311351,8.01982745,47.14403311,"LU","Ettiswil",516.74,9,0.617594308,0.175289458,0.059588112,0.076281794,0.067455554,0.035026989,3.788837913,2.236458011,2.568927295,3.466215848,3.24636556,2.246949898,2.046518793,14.73652605,23.29165422,61.97181973,25.12185775,-0.325951823,-0.366551033,0.333333333,0.044037838,0.622628828,1.872798202,29.80315642,68.32404538,0,8.9,0.70554883,0.1514243,0.0702845,0.07928805,0.067412259,0.064153192,3.261831775,3.473012371,3.001323534,2.937379277,3.826224136,3.794657089,2.948813515,66.95487263,29.48237434,3.562753036,24.70155606,-0.64805544,-0.085307969,0.211319065,0.316547769,0.472133165,0.076892706,6.378973104,89.9326665,3.611467694,0.645759241,0.944711422,-0.1,0.087954523,-0.023865158,0.010696388,0.003006257,-4.33e-05,0.029126202,-0.527006138,1.23655436,0.902294722,1.547707192,0.432396239,-0.52883657,0.579858576,6.190720115,52.21834658,-58.4090667,-1.795905496,-23.42418332,21.60862112,3.611467694,-0.420301692,-0.322103617,0.281243064,-0.150495663,-0.122014268,0.272509931
267,331.7822597,8.011109758,47.15130606,"LU","Ettiswil",546.74,12,0.806897752,0.207438162,0.058087929,0.07562055,0.069802194,0.028841044,3.005231925,3.832680392,3.389351337,3.228874985,3.457573538,3.900022277,3.189181602,55.65619662,44.34380338,0,28.10222377,-0.45888835,-0.376219172,0.320302704,0.346363962,0.333333333,0,0,82.73184409,17.26815591,7.9,0.710279078,0.116048936,0.071535408,0.070576691,0.062867535,0.081161996,3.307031969,3.224061693,3.065712418,2.995920169,3.894233044,3.668153421,2.830357939,81.77091468,18.22908532,0,25.27229757,-0.58609313,-0.126633872,0.254093175,0.31497149,0.430935334,0,10.17736251,88.1281692,1.694468283,0.845299788,0.932003197,-4.1,-0.096618674,-0.091389226,0.013447478,-0.005043858,-0.006934658,0.052320952,0.301800044,-0.608618699,-0.358823663,-0.231868856,-0.323638919,-0.232954815,0.436659506,-26.11471806,26.11471806,0,0,10.17736251,5.396325113,-15.57368763,-2.829926201,-0.127204779,0.2495853,0.097602001,-0.066209529,-0.031392472
268,980.6078356,8.035668374,46.82060681,"LU","Flühli",1296.74,29,0.9331939,0.260094274,0.095363522,0.099406704,0.105613574,0.08107029,2.726241931,2.056802743,2.645692169,3.122094244,3.736596372,2.406774518,2.221429523,36.68394071,46.92251809,16.3935412,18.92288912,-0.917775845,-0.213195869,0.476739751,0.184861043,0.338399206,2.344272377,4.76362685,87.08893717,2.324352533,18.5,0.845503997,0.218781857,0.083347145,0.084349555,0.086801314,0.078868589,3.076014051,3.168687518,2.965831071,3.247895307,3.485810964,3.389223527,2.542939209,43.9820209,45.05159871,10.96638039,25.31743843,-0.519305162,-0.186182904,0.312771663,0.279199141,0.408029196,0.465230584,10.01353037,87.64387607,1.72833168,0.881939069,0.905315558,-10.5,-0.087689903,-0.041312417,-0.012016377,-0.015057149,-0.01881226,-0.0022017,0.34977212,1.111884775,0.321509686,0.982449009,0.320138903,0.125801063,-0.250785408,-1.870919385,7.298080188,-5.427160803,-1.879041792,5.249903517,0.554938902,-0.596020853,6.394549307,0.398470682,0.027012965,0.06962999,-0.163968088,0.094338098
269,401.5181412,8.380456937,47.05526062,"LU","Meggen",506.74,22,0.856961728,0.251614887,0.067901888,0.082717243,0.060459987,0.060528434,3.250192832,3.275749988,3.087494081,2.985394423,3.613039549,3.657608652,2.815065253,22.48114137,77.51885863,0,27.35838861,-0.621082042,-0.067602345,0.317586057,0.340078462,0.342335482,0.096085524,4.558664178,92.94373928,2.401511022,8.566666667,0.561191716,0.093206187,0.0386667,0.045300528,0.046429616,0.024269955,3.794689765,3.632156019,3.13842062,3.258592903,3.768441603,3.822952879,3.389304511,83.12166952,16.87833048,0,28.64875507,-0.511394625,0.024528539,0.193988098,0.336320622,0.46969128,20.46453797,0.267688241,77.09636525,2.171408544,0.676417352,0.803825363,-13.43333333,-0.295770012,-0.1584087,-0.029235188,-0.037416714,-0.014030371,-0.036258479,0.544496932,0.356406032,0.574239258,0.165344227,0.05092654,0.27319848,0.155402054,-60.64052816,60.64052816,0,20.36845244,-4.290975938,-15.84737403,-0.230102478,1.290366458,0.109687417,0.092130884,0.127355799,-0.123597959,-0.00375784
270,331.8405956,8.379637015,47.05640302,"LU","Meggen",496.74,22,0.885799961,0.250861698,0.070179058,0.090971443,0.060194922,0.05937081,3.146786089,3.20639748,3.132076007,2.990395747,3.709007388,3.597982135,2.877416729,12.51245814,87.48754186,0,26.72559634,-0.59118204,-0.200919596,0.333333333,0.327395045,0.339271621,1.702949251,1.449196974,90.30543378,6.542419999,8.9,0.572432272,0.123104079,0.040664931,0.052184513,0.046677061,0.023133219,3.916116005,3.738158474,3.06140967,3.25609152,3.818405631,3.830930235,3.533804715,74.45173486,25.54826514,0,28.17398584,-0.508866035,0.186116319,0.159578707,0.337133886,0.503287408,25.52147727,0.056732224,71.82710473,2.594685774,0.570778327,0.847172185,-13.1,-0.313367689,-0.127757618,-0.029514127,-0.038786929,-0.013517861,-0.036237591,0.769329916,0.531760994,0.656387986,0.2329481,-0.070666337,0.265695774,0.109398244,-61.93927673,61.93927673,0,23.81852802,-1.39246475,-18.47832905,-3.947734225,1.448389495,0.082316005,0.387035915,0.164015786,-0.173754627,0.00973884
271,254.3797726,8.37869099,47.05578067,"LU","Meggen",556.74,13.75,0.856762064,0.234282173,0.082071854,0.075135138,0.095182636,0.075897786,3.193597803,3.784648587,3.30162323,3.272429926,3.479064976,3.847341929,2.990795556,46.4534611,53.5465389,0,26.99354464,-0.500657353,-0.159154881,0.238691032,0.329723646,0.431585322,1.800975769,0.409850919,91.81758828,5.971585037,11.5,0.683032748,0.1530409,0.047881779,0.062500543,0.047672043,0.03347275,3.608223942,3.375826231,3.07045943,3.147547937,3.773616874,3.719260577,3.233931522,70.27861057,29.72138943,0,27.86209837,-0.551679937,-0.011027749,0.237616836,0.338556203,0.42382696,14.03317797,0.43556396,81.93716715,3.59409092,0.686772881,0.79610357,-2.25,-0.173729317,-0.081241273,-0.034190075,-0.012634595,-0.047510593,-0.042425036,0.414626139,-0.408822357,0.243135965,-0.128081352,-0.2311638,-0.124881989,0.294551898,-23.82514947,23.82514947,0,12.2322022,0.025713042,-9.88042112,-2.377494118,0.868553728,-0.051022584,0.148127133,-0.007758362,-0.001074195,0.008832557
274,415.9298633,8.3748764,47.0490466,"LU","Meggen",509.9,12,0.875955511,0.238275518,0.083345138,0.077767955,0.081402981,0.090864479,3.183253099,3.667348791,3.460853249,3.202175794,3.655718118,3.773133675,3.017160859,47.10310724,52.89689276,0,28.90310662,-0.604982091,-0.32087347,0.307402678,0.359263989,0.333333333,5.709499821,0,88.16063583,6.129864347,7.65,0.640746796,0.149057235,0.054873197,0.057309267,0.065481101,0.041829224,3.480951219,3.631939982,3.113164617,3.104978088,3.732608607,3.771526794,3.37803254,63.04563867,36.95436133,0,28.87225297,-0.438872092,-0.143512196,0.256834518,0.341358555,0.401806927,6.742562927,2.579535684,78.08033,12.59757139,0.87813305,0.947012124,-4.35,-0.235208714,-0.089218283,-0.028471941,-0.020458687,-0.01592188,-0.049035255,0.29769812,-0.035408809,0.360871681,-0.001606881,-0.347688632,-0.097197706,0.076890489,-15.94253143,15.94253143,0,1.033063105,2.579535684,-10.08030583,6.467707046,-0.030853643,0.166109999,0.177361273,0.068473594,-0.050568161,-0.017905433
282,428.1234563,8.189037481,47.15201949,"LU","Sempach",646.74,11.66666667,0.804465301,0.205458294,0.07156806,0.071363707,0.072345951,0.070994523,3.082394557,3.662929398,3.271686638,3.155802251,3.5601015,3.943200951,2.927472645,48.77985153,51.22014847,0,29.12870026,-0.607028022,-0.416404998,0.268305074,0.355386341,0.376308585,6.295045251,0,79.07497195,14.6299828,10.9,0.791562829,0.175595655,0.088178453,0.093687249,0.076521211,0.09362937,3.449375705,3.312248556,3.09328517,2.860789238,3.811222356,3.815878269,2.86959919,62.03795062,37.96204938,0,26.97630027,-0.610323127,-0.025909557,0.219856018,0.378605013,0.401538969,10.47837662,1.129666012,86.1297764,0.174013921,0.812654573,0.926208355,-0.766666667,-0.012902472,-0.029862639,0.016610393,0.022323542,0.00417526,0.022634848,0.366981148,-0.350680842,-0.057873455,-0.127322681,-0.178401468,-0.295013013,0.251120856,-13.25809908,13.25809908,0,4.183331365,1.129666012,7.05480445,-14.45596888,-2.15239999,-0.003295105,0.390495441,0.025230384,-0.048449056,0.023218672
285,534.7685678,8.196707994,47.15563772,"LU","Sempach",696.74,23,0.930503032,0.25592833,0.080436186,0.077748094,0.086017862,0.077542602,3.062214592,3.394400998,3.133999594,3.131584709,3.707881246,3.639294385,2.994406762,39.05279334,60.94720666,0,27.44568316,-0.526227511,-0.078166943,0.276994885,0.314652437,0.408352678,7.888917729,0,85.76419157,6.346890698,7.4,0.641731522,0.122501326,0.061337617,0.069058868,0.074966177,0.039987808,3.421053878,3.482927578,2.953114942,3.126487026,3.89882498,3.923959068,3.052680985,78.15273546,21.84726454,0,26.41466641,-0.644008816,-0.158489337,0.186321035,0.34038323,0.473295735,9.483317029,0,83.63143661,6.88524636,0.765926444,0.907687536,-15.6,-0.28877151,-0.133427003,-0.019098568,-0.008689226,-0.011051686,-0.037554793,0.358839286,0.088526579,0.058274223,0.284664683,-0.180884652,-0.005097683,0.190943734,-39.09994213,39.09994213,0,1.594399301,0,-2.132754963,0.538355662,-1.031016752,-0.117781305,-0.080322394,0.064943057,-0.09067385,0.025730793
286,435.8713941,8.205845768,47.12333081,"LU","Sempach",540.74,13.75,0.858528356,0.23503499,0.067290944,0.070914958,0.080339107,0.050618767,3.212749893,3.65660008,3.251958813,3.19699439,3.595756263,3.84203759,3.136635185,48.34983394,51.65016606,0,28.02537506,-0.528838235,-0.22897529,0.271526338,0.363016433,0.365457229,5.721054141,0,85.67350659,8.605439267,8.3,0.752092867,0.140354694,0.067955977,0.078156037,0.071174368,0.054537526,3.476762895,3.670416221,3.13912999,3.177201592,3.949367517,3.916345891,3.176920816,72.24112613,27.75887387,0,26.0036025,-0.547184915,-0.112209256,0.220848761,0.302719677,0.476431562,6.594157009,3.917727718,84.18009398,4.838537727,0.650875089,0.788937363,-5.45,-0.106435488,-0.094680297,0.000665032,0.007241078,-0.00916474,0.003918759,0.264013003,0.013816141,0.040285631,0.0743083,-0.112828823,-0.019792799,0.353611255,-23.89129219,23.89129219,0,0.873102868,3.917727718,-1.493412614,-3.76690154,-2.021772565,-0.01834668,0.116766033,0.110974333,-0.050677577,-0.060296756
290,656.0940133,8.01818425,47.17529222,"LU","Wauwil",536.74,11.5,0.732349896,0.221886478,0.064349032,0.04079849,0.063063379,0.086315403,3.002505583,2.321446362,3.482972717,3.730397638,3.811933626,2.247779011,2.203159337,44.58656008,18.81510334,36.59833659,20.7383008,-0.58119091,0.016012213,0.54582469,0.104007146,0.350168164,0,20.23615626,76.96571492,1.912291612,9.7,0.67821652,0.220730281,0.066225657,0.090605409,0.067550806,0.039988144,3.325459776,3.502053709,3.309217387,3.85180418,3.432879799,3.062725707,2.41600385,51.80639184,26.48559975,21.70800841,20.68778168,-0.267070722,-0.419298888,0.31064767,0.126494649,0.562857681,3.012814232,29.2297918,67.75739397,0,0.907776159,0.984819241,-1.8,-0.054133376,-0.001156197,0.001876625,0.049806919,0.004487427,-0.046327259,0.322954194,1.180607347,0.212844513,0.814946696,-0.17375533,0.121406542,-0.379053828,7.670496412,7.219831759,-14.89032817,3.012814232,8.993635545,-9.208320956,-1.912291612,-0.050519123,0.314120188,-0.4353111,0.212689518,-0.235177021,0.022487503
291,825.5784315,8.02682832,47.18089897,"LU","Wauwil",536.74,9,0.657373812,0.08186815,0.069327663,0.05769001,0.092509131,0.057783847,3.402339791,2.176421766,2.724590228,3.595344882,3.425675197,3.576451841,2.332049235,89.49654197,8.754533267,1.74892476,22.18294381,-0.464952543,-0.410192739,0.333333333,0.327378286,0.33928838,0,1.786514107,98.21348589,0,5.9,0.580974814,0.166542823,0.045892095,0.0469161,0.037904451,0.052855733,3.90529628,3.749632173,3.032207206,3.095124172,3.832603079,3.832495286,3.069433341,41.5954886,58.4045114,0,28.99826371,-0.514952291,-0.06993333,0.255614333,0.361261261,0.383124406,9.505115921,0,85.35326884,5.141615241,0.764497827,0.944186047,-3.1,-0.076398998,0.084674673,-0.023435568,-0.01077391,-0.05460468,-0.004928114,0.502956489,1.573210407,0.737384106,0.256043445,0.307616978,-0.500220709,0.406927883,49.64997813,-47.90105337,-1.74892476,9.505115921,-1.786514107,-12.86021705,5.141615241,6.8153199,-0.049999748,0.340259409,0.043836025,-0.077719,0.033882975
294,267.4246313,8.348069015,46.96452968,"NW","Stans",441.74,23.66666667,0.863357912,0.366069413,0.081867579,0.097601238,0.049813734,0.083936086,3.177931738,3.023507433,3.483851205,3.583315125,3.623648664,2.788813904,2.363542129,14.15454971,57.87229982,27.97315047,20.42970788,-0.462044915,0.048682712,0.391663525,0.151079001,0.457257474,1.174147834,36.58055484,61.85083883,0.394458503,5.1,0.540494979,0.172169913,0.030605882,0.041349412,0.040272452,0.010195783,3.541680819,3.891870463,3,3.234563498,3.922190476,3.994,3.615596672,41.82780497,58.17219503,0,29.44775048,-0.495367707,0.0131235,0.19519309,0.359269841,0.445537069,16.83056033,0,65.5713837,17.59805597,0.570325688,0.989426742,-18.56666667,-0.322862934,-0.1938995,-0.051261697,-0.056251826,-0.009541283,-0.073740303,0.363749082,0.86836303,1.252054543,1.205186096,-0.483851205,-0.348751627,0.298541812,0.299895212,27.67325526,-27.97315047,15.65641249,-36.58055484,3.720544878,17.20359747,9.018042592,-0.033322792,-0.035559211,-0.011720405,-0.196470436,0.208190841
297,230.4452601,8.363450291,46.9516542,"NW","Stans",596.74,16,0.891457295,0.23379068,0.073584845,0.070896518,0.067324767,0.08253325,3.055149845,3.124666366,3.145157085,3.065307269,3.547569874,3.758712662,2.74509055,41.83859029,48.56587038,9.595539333,27.44272576,-0.700977956,-0.246232711,0.285672015,0.346715883,0.367612102,2.007382468,0,88.04459225,9.948025279,14.15,0.821407477,0.208943576,0.063373844,0.076838762,0.057848817,0.055433953,3.457282377,3.328650688,3.027761398,3.141785843,3.767510498,3.88158754,3.051447669,54.99511523,44.31172396,0.693160813,28.98567849,-0.601186441,-0.265021966,0.296514025,0.326079885,0.37740609,4.06504065,0,90.08891415,5.846045203,0.757996549,0.907337558,-1.85,-0.070049818,-0.024847105,-0.010211001,0.005942244,-0.00947595,-0.027099298,0.402132531,0.203984321,0.306357119,0.122874877,-0.117395687,0.076478574,0.219940624,-4.254146422,13.15652494,-8.902378519,2.057658182,0,2.044321895,-4.101980077,1.54295273,0.099791515,-0.018789255,0.009793988,0.01084201,-0.020635998
