pag,time,precision,species_richness,phylogenetic_diversity,functional_diversity,funct_div_spec_leaf_area,funct_div_seed_mass,funct_div_height,temperature,nutrient,reaction,moisture,light,moving_tolerance,urbanization,cover_poaceae,cover_forb,cover_cyp_junc,csr_stress_tolerance,csr_disturbance_tolerance,csr_competitive_ability,design_weight,X,Y
247,3,294.6547059,20.04285714,0.229206967,0.089141342,0.125038906,0.058064853,0.083337331,2.535331617,2.682648422,2.98556308,3.100518022,3.767647961,2.85817086,2.155430555,40.94154262,55.65307141,3.405385969,0.426409212,0.133184383,0.440406405,1,2765471.25188736,1194227.08262632
249,3,238.475646,20.75714286,0.2298136,0.088353358,0.120626304,0.057053031,0.086396863,2.548047248,2.705660104,3.085034684,3.078157643,3.775793596,2.828112967,2.136319989,37.49095214,58.17058376,4.338464097,0.422196614,0.137430394,0.440372992,1,2765338.06509386,1194282.51966972
252,3,500.3300849,22.15,0.250672874,0.082907861,0.079590965,0.080817481,0.087426864,1.806551687,2.374670869,3.456600109,3.274651086,3.701189189,2.257832641,1.526023395,5.141548834,73.04113015,21.81732102,0.434173846,0.062265593,0.503560561,1,2767844.57222265,1194896.28317823
253,3,804.4460276,16.7,0.220130845,0.094899121,0.091291435,0.105008499,0.08812596,2.431453536,2.298400775,2.204575733,3.186133686,3.38849504,2.416559848,2.156091608,28.68492943,58.9757461,12.33932447,0.425693735,0.12764814,0.446658125,1,2694772.4192538,1166909.85146932
254,3,999.948054,12.5,0.21823766,0.0762595,0.095047758,0.075281077,0.058302132,2.894126529,2.588299003,2.544720282,3.336370951,3.537947977,2.727563346,2.391045324,26.62929416,53.14437789,20.22632794,0.424039355,0.212841414,0.363119231,1,2696977.33658488,1167790.83472078
256,3,1272.994436,13.3,0.165048931,0.050726754,0.055725894,0.032566268,0.063888101,3.493232015,3.010863541,3.224286165,2.698130788,3.632228114,3.449061196,2.643020333,68.83678201,28.7689342,2.394283799,0.345941089,0.271412166,0.382646745,1,2759514.97066005,1200349.81964381
258,3,45.7834623,18.23333333,0.257702379,0.076706143,0.08902719,0.066398474,0.073536443,3.173058522,3.462600927,2.998810047,3.088661828,3.657646048,3.762944984,2.685462963,32.83333333,65.77777778,1.388888889,0.272407407,0.307345679,0.420246914,1,2764859.12456539,1199605.74090633
259,3,482.8978358,9.65,0.16159057,0.069756495,0.058306268,0.075191661,0.075771554,3.272285018,3.713379936,3.204771061,3.228408111,3.831201279,3.953218711,3.025385741,71.49377513,28.50622487,0,0.229931478,0.312688223,0.457380299,1,2650319.90447383,1219745.42982423
260,3,501.8449514,7.5,0.173946664,0.073844209,0.068639419,0.095114083,0.054143483,2.960192109,2.492524957,2.033742317,3.505647232,3.351275159,2.282627891,2.401672013,29.48651702,51.65216618,18.86131681,0.465791544,0.137259161,0.396949295,1,2649671.79050551,1203795.10747456
261,3,341.2248663,18.1,0.198945434,0.071083247,0.091981809,0.05509754,0.066170392,3.288638146,3.812639988,3.291622785,3.319661921,3.498273188,3.655912075,2.896939506,50.66308587,49.33518013,0.001734004,0.217277297,0.316370967,0.466351736,1,2638773.81600262,1195597.91905616
265,3,434.2311351,8.9,0.1514243,0.0702845,0.07928805,0.067412259,0.064153192,3.261831775,3.473012371,3.001323534,2.937379277,3.826224136,3.794657089,2.948813515,66.95487263,29.48237434,3.562753036,0.211319065,0.316547769,0.472133165,1,2644084.88458372,1221613.70101936
267,3,331.7822597,7.9,0.116048936,0.071535408,0.070576691,0.062867535,0.081161996,3.307031969,3.224061693,3.065712418,2.995920169,3.894233044,3.668153421,2.830357939,81.77091468,18.22908532,0,0.254093175,0.31497149,0.430935334,1,2643417.75066126,1222417.3944454
268,3,980.6078356,18.5,0.218781857,0.083347145,0.084349555,0.086801314,0.078868589,3.076014051,3.168687518,2.965831071,3.247895307,3.485810964,3.389223527,2.542939209,43.9820209,45.05159871,10.96638039,0.312771663,0.279199141,0.408029196,1,2645559.78423267,1185667.96157152
269,3,401.5181412,8.566666667,0.093206187,0.0386667,0.045300528,0.046429616,0.024269955,3.794689765,3.632156019,3.13842062,3.258592903,3.768441603,3.822952879,3.389304511,83.12166952,16.87833048,0,0.193988098,0.336320622,0.46969128,1,2671556.60926892,1212010.56557996
270,3,331.8405956,8.9,0.123104079,0.040664931,0.052184513,0.046677061,0.023133219,3.916116005,3.738158474,3.06140967,3.25609152,3.818405631,3.830930235,3.533804715,74.45173486,25.54826514,0,0.159578707,0.337133886,0.503287408,1,2671492.79479141,1212136.81323227
271,3,254.3797726,11.5,0.1530409,0.047881779,0.062500543,0.047672043,0.03347275,3.608223942,3.375826231,3.07045943,3.147547937,3.773616874,3.719260577,3.233931522,70.27861057,29.72138943,0,0.237616836,0.338556203,0.42382696,1,2671421.75285556,1212066.76836858
274,3,415.9298633,7.65,0.149057235,0.054873197,0.057309267,0.065481101,0.041829224,3.480951219,3.631939982,3.113164617,3.104978088,3.732608607,3.771526794,3.37803254,63.04563867,36.95436133,0,0.256834518,0.341358555,0.401806927,1,2671140.88091763,1211314.71127625
282,3,428.1234563,10.9,0.175595655,0.088178453,0.093687249,0.076521211,0.09362937,3.449375705,3.312248556,3.09328517,2.860789238,3.811222356,3.815878269,2.86959919,62.03795062,37.96204938,0,0.219856018,0.378605013,0.401538969,1,2656910.91721225,1222610.38531022
285,3,534.7685678,7.4,0.122501326,0.061337617,0.069058868,0.074966177,0.039987808,3.421053878,3.482927578,2.953114942,3.126487026,3.89882498,3.923959068,3.052680985,78.15273546,21.84726454,0,0.186321035,0.34038323,0.473295735,1,2657488.7457411,1223018.21387912
286,3,435.8713941,8.3,0.140354694,0.067955977,0.078156037,0.071174368,0.054537526,3.476762895,3.670416221,3.13912999,3.177201592,3.949367517,3.916345891,3.176920816,72.24112613,27.75887387,0,0.220848761,0.302719677,0.476431562,1,2658216.78693189,1219433.39602373
290,3,656.0940133,9.7,0.220730281,0.066225657,0.090605409,0.067550806,0.039988144,3.325459776,3.502053709,3.309217387,3.85180418,3.432879799,3.062725707,2.41600385,51.80639184,26.48559975,21.70800841,0.31064767,0.126494649,0.562857681,1,2643934.60098088,1225087.9339887
291,3,825.5784315,5.9,0.166542823,0.045892095,0.0469161,0.037904451,0.052855733,3.90529628,3.749632173,3.032207206,3.095124172,3.832603079,3.832495286,3.069433341,41.5954886,58.4045114,0,0.255614333,0.361261261,0.383124406,1,2644585.20422754,1225716.12476844
294,3,267.4246313,5.1,0.172169913,0.030605882,0.041349412,0.040272452,0.010195783,3.541680819,3.891870463,3,3.234563498,3.922190476,3.994,3.615596672,41.82780497,58.17219503,0,0.19519309,0.359269841,0.445537069,1,2669212.87672292,1201895.48518485
297,3,230.4452601,14.15,0.208943576,0.063373844,0.076838762,0.057848817,0.055433953,3.457282377,3.328650688,3.027761398,3.141785843,3.767510498,3.88158754,3.051447669,54.99511523,44.31172396,0.693160813,0.296514025,0.326079885,0.37740609,1,2670400.28409782,1200477.88485489
298,3,961.9140703,15.56666667,0.214185512,0.065998363,0.062209447,0.073302902,0.062482739,3.402039302,3.638141931,3.242697046,3.243806,3.530047336,3.875916779,3.206367742,48.44071699,50.48321023,1.076072774,0.211802498,0.378276005,0.409921497,1,2765683.53199439,1254924.26693205
299,3,665.7187508,11.9,0.181637507,0.058815259,0.076958868,0.060462559,0.039024349,3.373635588,3.588960833,3.026199362,2.96025392,3.865005016,3.761474761,3.243507814,52.97256976,45.17341196,1.85401828,0.254368902,0.389336048,0.35629505,1,2719180.33410395,1231632.41744206
302,3,1406.162669,8.3,0.163776681,0.058067944,0.066596174,0.065855763,0.041751895,3.600205539,3.713680308,3.106520954,3.258602253,3.78441515,3.716922972,3.348292214,57.15676259,40.1289517,2.714285714,0.248364202,0.368143196,0.383492601,1,2718206.8903047,1229929.39156508
312,3,323.8962499,11.7,0.148545581,0.055726145,0.060546067,0.057809701,0.048822666,3.834693442,3.753555722,3.197444206,3.391426722,3.884802068,3.78743424,3.179083136,72.46467148,27.42399474,0.111333779,0.189312547,0.282189881,0.528497572,1,2752611.86666159,1211843.77305315
314,3,227.1303169,15.06666667,0.206804301,0.080363605,0.115487625,0.055767716,0.069554063,2.628848145,2.138294219,2.207812498,3.478343452,3.719750748,2.136072077,2.345132268,34.06301568,31.69726298,34.23972134,0.568549232,0.079297889,0.352152879,1,2745329.42943773,1210228.23411737
315,3,454.5486393,9.5,0.127118019,0.043976554,0.056292351,0.046625451,0.02901186,3.87360811,3.77319523,3.072255952,3.292485165,3.940035705,4.002952952,3.27240538,64.02822143,35.97177857,0,0.192450867,0.334658315,0.472890818,1,2747830.82243718,1215051.60787862
316,3,270.7476719,16.275,0.19955703,0.087916285,0.119816976,0.066210339000000007,0.077510484,2.720535574,2.470958177,2.460636535,3.471299078,3.70709737,2.592228595,2.304046025,41.73924748,30.39921476,27.86153776,0.480492695,0.135691773,0.383815532,1,2745622.39800059,1210095.14288002
318,3,158.0782907,14.4,0.279695265,0.089219423,0.100875768,0.07918773,0.086572943,3.131947458,2.851569901,2.604143626,3.137693005,3.198686544,2.697299495,2.411095846,38.29627594,43.09124186,18.6124822,0.374503468,0.237256541,0.388239991,1,2723742.1208193,1222190.68557411
319,3,542.8860895,13.4,0.224619326,0.077958708,0.076290913,0.080365535,0.074727697,3.382142399,3.184576975,3.272018121,3.536390497,3.601084644,3.022892719,2.667822757,54.05519047,39.00883174,6.935977791,0.393891228,0.190744255,0.415364516,1,2714332.87146996,1230772.64535471
320,3,151.7257556,8.65,0.179310699,0.061242519,0.07516059,0.067988064,0.040578902,3.235598235,3.263713157,2.886373095,2.917045606,3.711453439,3.632609035,2.950697728,38.06200286,58.99682067,2.941176471,0.289062251,0.340426687,0.370511062,1,2716769.00535759,1232327.4707773
321,3,121.3727367,9.15,0.186775345,0.058984733,0.049749448,0.080559881,0.04664487,3.331544719,3.754419342,3.197390442,3.238923973,3.60590958,3.787025567,3.284317397,56.6709725,43.3290275,0,0.21423985,0.35500403,0.43075612,1,2717031.36584683,1232295.75475848
323,3,294.5913867,15.4,0.176084911,0.071793106,0.070364815,0.079759151,0.065255354,3.474192136,3.365979823,3.311993184,2.692110793,3.811176182,3.320757827,2.909461818,59.90710177,40.09289823,0,0.264229676,0.332157826,0.403612498,1,2674701.17942796,1283402.83274062
325,3,335.587473,16.65,0.279768913,0.084176435,0.093163024,0.08032079,0.078976392,3.34730925,3.091218676,3.217480344,2.788048147,3.650145091,3.27173976,2.8764164,39.65400287,57.2975884,3.048408731,0.320950399,0.291476724,0.387572876,1,2674811.02034986,1284029.02215773
328,3,185.4414106,15.15,0.163028699,0.053723975,0.066902379,0.046049751,0.048219793,3.49104214,3.670050061,3.089746204,3.019769936,3.694093108,3.805086128,2.977824236,65.03479471,34.96520529,0,0.314834902,0.313713321,0.371451778,1,2634085.70309929,1250226.81807821
329,3,208.2060587,17.15,0.225418966,0.061606674,0.078142439,0.04806871,0.058608872,3.351386271,3.330781435,3.044685758,2.991889249,3.81680672,3.833866586,2.926064422,48.44726571,48.69232239,2.860411899,0.29669838,0.32561202,0.377689599,1,2633457.31033521,1248462.37829684
332,3,173.2021858,10.9,0.183546547,0.062093272,0.057272643,0.06593469,0.063072483,3.171234147,3.886212455,3.181409954,3.211590969,3.625973299,3.86043768,2.972800685,60.25865782,39.74134218,0,0.260754502,0.279511816,0.459733682,1,2701100.9686331,1224017.16687924
338,3,504.6121172,14.4,0.225172048,0.070490034,0.065008764,0.086772274,0.059167495,3.148897998,3.706485568,3.261338836,3.479925535,3.541455283,3.717765596,2.908013686,42.0818594,52.90361577,5.014524831,0.313722965,0.248489702,0.437787333,1,2701229.24538794,1223151.13789781
339,3,41.70873251,20.9,0.21229726300000001,0.074183378,0.086936025,0.056536752,0.079077357,3.056855615,3.262343215,2.991651708,2.876180179,3.884539522,3.332621787,2.676012107,46.86978379,51.70068024,1.429535972,0.324167596,0.270103382,0.405729022,1,2686493.38276511,1215429.38113467
342,3,140.0422704,13.4,0.28003906,0.082553287,0.087651907,0.078246677,0.076883032,3.338720685,3.690631063,3.329073778,3.330536104,3.498150433,3.557626648,2.786473178,42.70667718,55.77510419,1.518218623,0.258315057,0.297324892,0.444360051,1,2722118.9618602,1280566.05326738
343,3,447.5646604,9.1,0.170260463,0.072158611,0.09656712,0.074063123,0.045183353,2.257180705,2.914520826,2.777153156,3.163303611,3.612762958,2.975912566,2.16195373,64.71962364,35.28037636,0,0.330363444,0.10598157,0.563654987,1,2687480.87605601,1154569.98206877
344,3,443.5932834,13.5,0.189715085,0.093403908,0.11343305,0.086389291000000007,0.080389383,2.994712375,2.357811565,2.694570722,2.582457096,3.336749025,2.616810116,2.329361465,55.0683764,34.78600637,10.14561724,0.391431745,0.201579463,0.406988793,1,2688897.1736958898,1154326.91052875
348,3,242.1352789,12.4,0.237863306,0.102099967,0.119287063,0.079448033,0.107564805,2.650083715,2.223439399,2.573857784,2.648627573,3.569829132,2.654662092,2.215432443,46.77552251,53.22447749,0,0.412820127,0.116977858,0.470202015,1,2696680.71062976,1155713.06113555
349,3,780.3082086,14.5,0.203118489,0.077594731,0.092940727,0.071265575,0.068582235,2.267546815,2.20363106,2.783198521,2.812432358,3.860846969,2.345087153,2.153930433,53.21732093,43.21894213,3.563736937,0.469511636,0.085824983,0.444663381,1,2698927.86700316,1155640.30137749
351,3,187.9013485,14.4,0.239870035,0.088887879,0.090761148,0.080023674,0.095878815,3.071650811,2.874881848,2.743579966,2.863656241,3.644163963,3.293795748,2.612602451,44.19477676,54.11939948,1.685823755,0.344506976,0.236460355,0.419032669,1,2688554.35281559,1166085.04520862
352,3,136.0328785,17.9,0.249442461,0.079710312,0.075610717,0.085765144,0.077599873,2.599121285,3.187749238,3.072541485,3.414915517,3.096303771,2.854747579,2.162911468,19.5413125,77.80324221,2.655445292,0.317427854,0.118217621,0.564354526,1,2688530.87371861,1165181.89257581
353,3,324.2907932,12.9,0.22259317,0.061732823,0.07670968,0.040730949,0.067757841,3.177179033,3.019762671,2.990740741,3.045998854,3.924404504,3.61501621,2.797961008,47.91307401,52.08692599,0,0.303588558,0.326367927,0.370043516,1,2688224.73976709,1165943.58299154
354,3,234.3563421,22.65,0.264181103,0.088805812,0.095255997,0.081850395,0.088504911,2.480842803,3.396956027,2.971058589,3.057316767,3.66267724,3.295623058,2.417204781,24.91050939,75.08949061,0,0.337478986,0.183820067,0.478700947,1,2689983.85475863,1166416.27279638
355,3,836.0281496,18.7,0.235947138,0.08916851,0.07855278,0.098280436,0.090569361,2.082350427,2.531334703,2.247456702,2.988869472,3.628154591,2.599397198,2.166286318,24.62760168,74.29672266,1.075675659,0.386058938,0.112273552,0.501667511,1,2693661.02909031,1168529.79308815
361,3,533.9277743,13.9,0.230020274,0.103780689,0.129267382,0.104839858,0.077234827,2.825940477,2.58001178,2.3015778,2.974923479,3.376672832,2.634846435,2.294396631,45.03194036,48.21364924,6.754410401,0.377970026,0.227566214,0.394463759,1,2692601.20606014,1175835.75269926
362,3,505.2529981,15.1,0.233085424,0.077895874,0.100942517,0.061897399,0.069194594,2.662958796,2.788634341,2.90179094,2.770901242,3.494543364,2.972629286,2.314501603,41.811886199999996,53.81792279,4.370191014,0.415190322,0.170953045,0.413856633,1,2680974.69758074,1161075.36864818
363,3,346.0408766,14.15,0.221788006,0.078950866,0.088082022,0.073887741,0.074882834,3.297114177,2.757451283,3.015216093,2.770429763,3.767476548,3.464411134,2.626126623,33.65688089,65.47355389,0.869565217,0.353195221,0.32122634,0.325578439,1,2696591.27294778,1180022.60979895
364,3,603.4674673,15.3,0.220611566,0.078822758,0.091754898,0.075838144,0.068875233,2.99740514,3.29374125,2.916090081,2.944001381,3.624554971,3.540641226,2.792192995,47.58297514,51.57491959,0.842105263,0.328747994,0.290825016,0.380426991,1,2699184.72282404,1181412.05928185
368,3,117.1260322,13.23333333,0.152790133,0.056819767,0.072146879,0.049773768,0.048538654,3.391788758,3.65252501,3.219618075,2.965157645,3.744667638,3.759811146,2.868280914,72.36800161,27.63199839,0,0.328419941,0.281029991,0.390550068,1,2577198.8664597,1147182.0185049
369,3,308.53326,14.9,0.219536706,0.060401526,0.07225624,0.047279205,0.061669132,3.222886356,3.533364538,3.049010847,2.980240373,3.91245753,3.809002285,2.973454446,44.33066819,55.29100251,0.378329298,0.23865237,0.322872329,0.438475301,1,2577242.71633641,1147446.2918125
370,3,1551.656421,19.9,0.238907003,0.061615993,0.06992865,0.060303606,0.054924621,1.726753458,2.064897832,2.450766187,2.689502397,4.02077182,2.160627645,1.987252503,20.47125685,62.76501801,16.76372514,0.539200474,0.074828753,0.385970774,1,2617009.37441889,1134730.25159038
372,3,467.6568916,19.1,0.242902933,0.067927249,0.070816265,0.065709314,0.067256169,3.013592219,2.86655281,3.19695405,2.571617694,3.742938767,3.031773515,2.642887295,22.15176421,76.34931701,1.498918776,0.334586526,0.278408718,0.387004756,1,2591451.74512592,1096560.0659353
375,3,224.2973705,15.56666667,0.200097023,0.078823133,0.075962816,0.091781197,0.068725387,2.720091057,3.045757174,2.694118624,3.189605347,3.104695155,2.994026208,2.172601459,55.8801866,40.19208362,3.927729772,0.379067611,0.198429557,0.422502832,1,2659136.53472654,1143974.50671931
376,3,156.5420435,9.4,0.142920595,0.060463392,0.057235771,0.061816674,0.06233773,3.484138787,3.725009162,3.175902356,2.931978906,3.557388509,3.692717908,2.873043963,63.71600241,35.43172486,0.852272727,0.265466194,0.27739654,0.457137265,1,2658984.46680355,1144034.12701844
378,3,534.5110901,9.1,0.193457934,0.05822996,0.062544349,0.052051865,0.060093665,3.413217012,3.247585116,3.192971203,2.892442561,3.712432692,3.360567081,2.714622921,31.67820453,56.30598519,12.01581028,0.296839366,0.292265404,0.41089523,1,2654752.76150323,1139418.54459957
380,3,1369.672667,10.5,0.152715561,0.042763875,0.057064039,0.042961578,0.028266009,3.750486215,3.439765051,3.173644919,2.872157499,3.888114068,3.674918735,2.854493132,67.09630002,32.90369998,0,0.266627959,0.277038449,0.456333593,1,2604075.75600534,1106753.39458535
381,3,2791.355459,8.9,0.141153644,0.044850082,0.054714163,0.044104308,0.035294776,3.288958245,3.790744803,3.379301743,3.023619614,3.738975519,3.862323291,3.261346795,58.41022285,40.76333087,0.826446281,0.258204279,0.403615464,0.338180257,1,2575385.92691183,1109395.25724642
385,3,427.0589976,11.9,0.19160545,0.062736406,0.071327354,0.05879844,0.058011239,3.418219496,2.644783334,3.087677521,2.553268844,3.334542356,2.429894356,2.434102594,33.05968367,66.94031633,0,0.334709029,0.274443364,0.390847608,1,2610326.38110233,1114486.36340864
390,3,661.4587318,9.5,0.215690513,0.060779962,0.083426576,0.065457564,0.033455747,3.298797887,3.752784505,3.010491676,3.129759027,3.604174525,3.52360943,2.668463925,44.20673663,55.14285687,0.650406504,0.326083619,0.250480521,0.42343586,1,2669316.52770906,1153556.87811028
392,3,504.3996723,15.7,0.204105622,0.081187369,0.108313067,0.071291495,0.063957545,2.707643312,2.801025347,2.642871459,2.941802315,3.745480357,2.835594148,2.563927244,58.50100505,41.24899495,0.25,0.415591166,0.182540713,0.401868122,1,2671470.0786323,1154042.08321832
396,3,499.1266089,8.9,0.165460379,0.047792768,0.04425245,0.05845944,0.040666413,3.602221697,2.675767341,3.508450404,2.397938369,3.760766776,3.221138359,2.372267386,60.29095461,38.02322163,1.685823755,0.327741392,0.177433523,0.494825085,1,2635712.72370013,1123115.60395705
397,3,538.924744,11.7,0.192108335,0.074951607,0.057681344,0.089485533,0.077374516,2.788133255,2.299736111,2.427160441,2.526952749,3.267600535,2.350398102,2.097657641,45.54118444,50.61148933,3.847326232,0.43162267,0.145286418,0.423090911,1,2637613.78801814,1121834.14579332
398,3,250.1001378,10.15,0.179875372,0.043012903,0.041925455,0.042052442,0.045060813,3.27759559,2.759090289,3.14202329,2.489040488,3.840131412,3.152145406,2.528270393,32.64302796,65.77802467,1.578947368,0.329575445,0.196163148,0.474261407,1,2624184.19112884,1094495.81041897
401,3,261.950454,10.15,0.199070504,0.062271183,0.081981668,0.053991475,0.050840406,3.502305437,3.501775744,3.066725752,3.23842669,3.882746429,3.912865957,3.237930347,38.46697196,61.53302804,0,0.267914487,0.369098006,0.362987507,1,2677770.15533589,1228927.31326643
403,3,415.0521651,8.4,0.107891664,0.035261821,0.037786402,0.04016633,0.027832731,3.918999526,3.896385276,3.129263043,3.454492812,3.868915141,3.983584537,3.263300661,81.84131526,18.15868474,0,0.139411445,0.366791684,0.493796871,1,2676666.31844294,1226183.47412904
404,3,518.777385,11.9,0.192408678,0.076548968,0.070522717,0.106570346,0.052553843,3.371554279,3.567622756,3.416166785,3.629874354,3.511660038,3.639592051,3.125636229,52.01750819,35.27831758,12.70417423,0.285876151,0.327336819,0.386787031,1,2677048.05872344,1225166.6354539
405,3,367.9100074,10.65,0.188030724,0.059594653,0.068145685,0.054990011,0.054626398,3.776455252,3.647289469,3.193836623,2.95789791,3.799933862,3.263724274,3.328855653,58.30945903,39.60720764,2.083333333,0.25075347,0.420925557,0.328320973,1,2672490.18432708,1231139.34833866
406,3,238.1584994,9.9,0.13406105,0.055351824,0.067563961,0.05186864,0.046622871,3.345590805,3.538202754,3.056704031,3.424780085,3.869357696,3.867791917,2.932591142,75.96913351,19.69977083,4.331095661,0.303987843,0.205185997,0.49082616,1,2692077.97352682,1223385.60019052
410,3,1088.680997,10.5,0.129248252,0.044393982,0.053108559,0.04126629,0.035674516,3.47080983,3.226733938,3.541729975,2.811389433,3.539292894,3.412464226,2.565346122,74.54468062,25.45531938,0,0.292072707,0.21923239,0.488694902,1,2694212.90363837,1270857.80740882
413,3,850.6989365,12.23333333,0.171089776,0.053407073,0.062513801,0.037427305,0.060280114,3.531974116,3.55933114,3.023701083,2.947455751,3.823643064,3.927639356,2.960471659,52.71474236,46.71932668,0.565930956,0.306501569,0.338328494,0.355169937,1,2677641.67820161,1242028.3151246
414,3,838.7791442,16.5,0.191437297,0.055967333,0.059717302,0.05431305,0.053145727,3.402364155,2.984369807,3.317773432,2.754453513,3.756140284,3.247882697,2.648504855,41.81544572,52.94917706,5.235377219,0.355261492,0.250416075,0.394322432,1,2677540.2692555,1243336.04871907
420,3,835.2381947,12.9,0.203536083,0.060541321,0.067196595,0.05777198,0.056655387,3.438506316,3.403582347,3.16267449,2.870666133,3.945941402,3.46417314,3.006424621,56.3121446,43.6878554,0,0.285646725,0.314631408,0.399721866,1,2683384.52920497,1260490.5786817
424,3,146.2319602,20.15,0.228062059,0.087054952,0.087728374,0.073949484,0.099513624,3.316276596,3.442713753,3.133293119,3.327754094,3.267493427,3.349334207,2.668520705,40.06551446,47.95232929,11.98215624,0.313057972,0.26343573,0.423506298,1,2689501.38614744,1265003.89502189
427,3,242.0676357,13.15,0.15413934,0.079218182,0.082445157,0.082252065,0.073648332,3.355474515,3.047768355,3.091951577,2.990365712,3.655778919,3.682611697,2.846519738,68.51499353,31.48500647,0,0.267550087,0.331133311,0.401316603,1,2671159.72674425,1250953.88203236
428,3,199.8056846,7.4,0.071073323,0.043795627,0.054950728,0.058120981,0.018315173,3.787408888,3.603887321,3.06635179,3.224357998,3.763320521,3.989416173,3.279158938,78.97943376,21.02056624,0,0.212659365,0.342473004,0.444867631,1,2671544.0384119,1250869.33255913
429,3,148.584312,5.65,0.0270369,0.050926943,0.052100339,0.064713107,0.035967383,3.714276085,3.73633466,3.121506812,3.22245387,3.873639345,3.999584027,3.256058077,98.51015139,1.489848606,0,0.197586004,0.337221973,0.465192023,1,2671433.21508264,1250785.88486623
433,3,399.573413,14.56666667,0.16585316,0.076358213,0.093867407,0.071382797,0.063824435,3.414069877,3.527875497,3.15776685,3.020505899,3.658088965,3.554747865,2.817733444,68.93252523,31.06747477,0,0.346340321,0.268870786,0.384788893,1,2672292.83704628,1250276.30517282
434,3,576.3992388,7.15,0.094611805,0.035881466,0.035537909,0.037821083,0.034285405,3.065091705,3.736934872,3.510869914,3.483403495,3.432987247,4.00019425,2.877765042,74.18800827,25.81199173,0,0.322355325,0.333998867,0.343645809,1,2688375.5662059,1250789.75436333
435,3,116.4179273,15.4,0.20043972,0.062021926,0.069447931,0.05742031,0.059197537,3.365263493,3.391434999,3.060439493,3.027738906,3.571450302,3.818408653,2.950482666,45.3439741,45.72441083,8.931615071,0.303568573,0.331518089,0.364913338,1,2688705.16879601,1248025.52774117
437,3,122.2445024,13.15,0.238376321,0.068749301,0.087515408,0.076064222,0.042668274,3.125636671,3.161562095,2.782979549,2.933871449,3.408965985,3.60980675,2.704418558,39.25148866,60.74851134,0,0.288722333,0.300481987,0.41079568,1,2715822.33780158,1242721.41232466
439,3,147.6054845,24.65,0.248650753,0.087001769,0.09263541,0.074865425,0.093504472,3.200312628,2.67545005,3.014202591,2.590422,3.607928862,3.226138266,2.596060576,34.41960837,64.61361029,0.96678134,0.363445011,0.278250058,0.358304932,1,2716028.15374966,1242866.5299718
441,3,145.7757488,13.9,0.200723431,0.062534755,0.074464712,0.065303513999999993,0.047836039,3.24398875,3.417904647,3.201637443,3.192168643,3.434293933,3.742552626,2.873825424,54.62539525,37.84990572,7.524699027,0.275452092,0.300686319,0.423861589,1,2715464.39625951,1242913.67820846
444,3,1086.945302,5.4,0.119470673,0.03817096,0.04483291,0.036364282,0.033315689,3.821976324,3.880675908,3.010412459,3.048330147,3.923380505,3.991211817,3.11174084,76.37337267,23.62662733,0,0.296576206,0.320512821,0.382910974,1,2698773.08842982,1239862.04755479
445,3,188.4672165,12.4,0.208765179,0.073610176,0.067154006,0.07523399,0.07844253,3.261914239,3.469500505,3.179198448,3.081088712,3.504368703,3.590166593,2.947501218,31.61363528,64.45561819,3.930746523,0.317679241,0.324200877,0.358119881,1,2700419.75235006,1238926.8796708
449,3,117.5614962,9.15,0.156323687,0.062061105,0.059147243,0.063019231,0.064016841,3.311278311,3.009933185,2.915436612,4.089543458,3.795919871,2.455292351,2.269115439,24.32117709,26.90169301,48.7771299,0.486705406,0.144873541,0.368421053,1,2700760.55120704,1232939.42522479
451,3,184.4030109,12.65,0.185084021,0.056355964,0.055066549,0.069300103,0.044701239,3.58103268,3.758608296,3.261254754,3.18532768,3.728075312,3.930079804,3.272547235,60.13696071,39.86303929,0,0.245845569,0.34446448,0.40968995,1,2700963.99971096,1233538.68378136
452,3,270.8795285,8.1,0.178418746,0.054917965,0.064446587,0.065175458,0.03513185,3.503823448,3.670637871,3.037409334,3.148269355,3.792083127,3.967995263,3.545002669,55.27119708,44.72880292,0,0.222031673,0.337418185,0.440550143,1,2701151.95747694,1233389.28353244
454,3,137.216632,11.4,0.173123665,0.085541268,0.055839098,0.098120159,0.102664547,3.37722926,3.507445716,3.18813308,3.207177837,3.404561062,3.789274708,2.770208576,37.66083541,62.33916459,0,0.24110485,0.34687276,0.41202239,1,2701055.94540559,1232943.03897085
455,3,300.8530613,6.9,0.129838282,0.0525198,0.053056717,0.073396858,0.031105824,3.433086007,3.729505596,3.184589782,3.352194857,3.7519941,3.929224239,3.392191533,73.49105492,26.50894508,0,0.234002109,0.337534507,0.428463384,1,2702087.29085672,1233085.16996302
459,3,564.45586,12.15,0.184826049,0.063637474,0.071627587,0.074374224,0.044910612,3.194517323,3.698340764,3.173492424,3.307200689,3.421369726,3.717213055,2.820057762,44.46949176,55.27009157,0.260416667,0.312540932,0.274531995,0.412927073,1,2693023.23199123,1225462.78371608
462,3,285.3949382,7.15,0.326606915,0.079660879,0.109512266,0.026182697,0.057953685,3.827680577,3.421981371,3.406312904,4.230986569,3.265297016,2.245241018,1.85835573,31.3316907,47.58375952,21.08454978,0.332755367,0.080878388,0.586366246,1,2675552.24141608,1232602.4384301
